chromosome	start	end	gene	log2	depth	spread
chr17	31374171	31374260	NF1	-0.0817387	5371.53	0.0587156
chr17	42201690	42201792	STAT5B	-0.0880933	5357.68	0.0413893
chr17	42201792	42201895	STAT5B	-0.505258	4052.85	0.0489679
chr17	42201895	42201998	STAT5B	-2.32306	1141.73	0.102087
chr17	42202264	42202363	STAT5B	-0.000110157	5731.94	0.0465829
chr17	42202363	42202462	STAT5B	-0.6169	3721.76	0.049776
chr17	42202462	42202561	STAT5B	-1.97403	1441.17	0.131883
chr17	42202561	42202660	STAT5B	-1.89771	1526	0.119276
chr17	42202660	42202759	STAT5B	-0.323691	4579.14	0.0530496
chr17	42202759	42202858	STAT5B	-0.0365152	5539.49	0.0462251
chr17	42207413	42207524	STAT5B	-2.8882	769.221	0.221264
chr17	42207524	42207636	STAT5B	0.145598	6269.63	0.0648862
chr17	42207636	42207748	STAT5B	0.465448	7877.26	0.0745971
chr17	42207748	42207860	STAT5B	-1.6041	1863.05	0.117068
chr17	42210019	42210123	STAT5B	-2.12194	1300.65	0.103389
chr17	42210123	42210227	STAT5B	-0.344604	4504.66	0.0556574
chr17	42210227	42210331	STAT5B	0.0499378	5925.91	0.0325753
chr17	42210372	42210494	STAT5B	0.263833	6861.19	0.0478199
chr17	42210494	42210617	STAT5B	-1.61854	1858.66	0.0882295
chr17	42211958	42212069	STAT5B	0.0127014	5764.97	0.051476
chr17	42212069	42212180	STAT5B	0.451395	7831.05	0.0615725
chr17	42212180	42212292	STAT5B	-0.301678	4636.47	0.0488581
chr17	44209946	44210045	UBTF	-2.34657	1126.47	0.0936174
chr17	44210045	44210145	UBTF	0.086659	6075.13	0.0483399
chr17	44210145	44210244	UBTF	1.12754	12446.7	0.0481473
chr17	44210244	44210344	UBTF	0.0139629	5758.87	0.0622021
chr17	44210344	44210444	UBTF	-0.228534	4861.19	0.105767
chr17	44210444	44210543	UBTF	-1.32743	2286.39	0.104444
chr17	44210543	44210643	UBTF	-2.00355	1427.9	0.138288
chr17	44210643	44210742	UBTF	-0.761729	3377.47	0.0914906
chr17	44210742	44210842	UBTF	0.18002	6478.11	0.0676936
chr17	44210842	44210942	UBTF	0.519645	8158.15	0.0640645
chr17	44210942	44211041	UBTF	-0.00984728	5642.11	0.0956093
chr17	44211041	44211141	UBTF	0.0638917	5984.37	0.0869998
chr17	44211141	44211240	UBTF	0.0339978	5868.48	0.0638693
chr17	44211240	44211340	UBTF	0.624914	8840.06	0.039016
chr17	44211340	44211440	UBTF	-0.906668	3075.09	0.0520561
chr17	44211440	44211539	UBTF	-1.05586	2755.83	0.0543836
chr17	44211539	44211639	UBTF	0.569946	8485.89	0.0469034
chr17	44211639	44211738	UBTF	0.781525	9875.92	0.0484548
chr17	44211738	44211838	UBTF	0.26261	6861.16	0.0468745
chr17	44211838	44211938	UBTF	-2.51357	1002.2	0.0861788
chr17	60600262	60600357	PPM1D	-3.23713	602.917	0.125963
chr17	60600357	60600453	PPM1D	-0.74621	3400.49	0.074322
chr17	60600453	60600548	PPM1D	0.197506	6573.1	0.051917
chr17	60600548	60600644	PPM1D	-0.499165	4056.24	0.0889404
chr17	60600644	60600739	PPM1D	-0.428548	4234.45	0.0896726
chr17	60600739	60600835	PPM1D	0.411114	7601.17	0.0443442
chr17	60600835	60600930	PPM1D	-0.364519	4409.27	0.0628816
chr17	60600930	60601026	PPM1D	-3.02877	700.469	0.12476
chr17	60623408	60623516	PPM1D	-2.54526	974.856	0.12595
chr17	60623516	60623624	PPM1D	-0.264812	4730.24	0.0592342
chr17	60623624	60623732	PPM1D	0.494634	8030.22	0.0499241
chr17	60623732	60623841	PPM1D	-0.717784	3451.24	0.0760513
chr17	60633718	60633817	PPM1D	-2.27261	1168.25	0.147953
chr17	60633817	60633916	PPM1D	-0.319356	4564.94	0.0615545
chr17	60633916	60634015	PPM1D	-0.13741	5134.49	0.0582596
chr17	60647868	60647988	PPM1D	-0.207137	4914.39	0.0885585
chr17	60647988	60648109	PPM1D	0.202489	6550.77	0.0667275
chr17	60656567	60656668	PPM1D	-0.0486071	5518.61	0.0508095
chr17	60656668	60656770	PPM1D	0.332775	7198.93	0.0456662
chr17	60656770	60656872	PPM1D	0.0169965	5763.87	0.0522401
chr17	60656872	60656974	PPM1D	-0.17845	5028.55	0.0714135
chr17	60662883	60662989	PPM1D	-2.17825	1272.51	0.0832401
chr17	60662989	60663095	PPM1D	0.0955002	6126.12	0.046851
chr17	60663095	60663202	PPM1D	0.203418	6576.53	0.0444609
chr17	60663202	60663308	PPM1D	-0.211958	4947.77	0.0572814
chr17	60663308	60663415	PPM1D	0.174552	6458.63	0.0600814
chr17	60663415	60663521	PPM1D	0.462637	7877.36	0.0512669
chr17	60663521	60663628	PPM1D	-0.345778	4447.14	0.0660278
chr17	76736738	76736831	SRSF2	-0.795266	3258.69	0.0784299
chr17	76736831	76736925	SRSF2	-0.540176	3893.41	0.0912631
chr17	76736925	76737019	SRSF2	0.239512	6745.78	0.0648694
chr17	76737019	76737112	SRSF2	0.416026	7598.38	0.0434611
chr17	76737112	76737206	SRSF2	-0.0769125	5401.05	0.0509591
chr17	76737206	76737300	SRSF2	-2.7085	859.076	0.103652
chr18	44951648	44951742	SETBP1	-2.58571	966.01	0.104419
chr18	44951742	44951836	SETBP1	-0.788517	3335.55	0.0662554
chr18	44951836	44951930	SETBP1	0.594447	8635.85	0.0361714
chr18	44951930	44952024	SETBP1	0.798652	9980.6	0.0456122
chr18	44952024	44952118	SETBP1	0.449927	7834.48	0.0615163
chr18	44952118	44952212	SETBP1	0.171989	6457.2	0.046651
chr18	63128481	63128590	BCL2	-2.35861	1124.72	0.0781977
chr18	63128590	63128699	BCL2	-0.0403549	5531.54	0.0366791
chr18	63128699	63128808	BCL2	0.124993	6246.3	0.0364731
chr18	63128808	63128918	BCL2	-1.91489	1526.93	0.0790466
chr18	63317952	63318049	BCL2	-2.5797	959.189	0.0671495
chr18	63318049	63318147	BCL2	-0.04367	5550.6	0.0441882
chr18	63318147	63318245	BCL2	0.427578	7696.84	0.0485183
chr18	63318245	63318343	BCL2	-0.371544	4419.29	0.0541504
chr18	63318343	63318440	BCL2	-0.355479	4473.01	0.0828193
chr18	63318440	63318538	BCL2	-0.051425	5490.83	0.0686901
chr18	63318538	63318636	BCL2	0.4465	7774.13	0.0346691
chr18	63318636	63318734	BCL2	-0.507578	4032.14	0.0562967
chr18	63318734	63318832	BCL2	-2.56555	976.369	0.0927918
chr19	12943596	12943698	CALR	0.147245	6338.11	0.0641105
chr19	12943698	12943800	CALR	0.593038	8473.6	0.0974953
chr19	12943800	12943902	CALR	0.460119	7775.22	0.105164
chr19	12943902	12944004	CALR	0.668737	8989.17	0.0771468
chr19	12944004	12944106	CALR	-1.21311	2468.7	0.053357
chr19	33301221	33301321	CEBPA	-2.4483	1049.83	0.0924746
chr19	33301321	33301422	CEBPA	-0.687661	3558.21	0.0891219
chr19	33301422	33301523	CEBPA	0.407354	7593.29	0.0812213
chr19	33301523	33301624	CEBPA	0.309895	6934.44	0.12534
chr19	33301624	33301725	CEBPA	-1.07751	2697.43	0.437771
chr19	33301725	33301826	CEBPA	-1.14768	2542.97	0.286462
chr19	33301826	33301927	CEBPA	-0.556602	3858.06	0.146453
chr19	33301927	33302027	CEBPA	-0.771864	3250.59	0.177962
chr19	33302027	33302128	CEBPA	-1.08568	2632.4	0.243096
chr19	33302128	33302229	CEBPA	0.21251	6620.81	0.0884361
chr19	33302229	33302330	CEBPA	0.0535904	5991.14	0.0649017
chr19	33302330	33302431	CEBPA	-0.0169706	5644.97	0.0380737
chr19	33302431	33302532	CEBPA	-0.73126	3438.01	0.0808394
chr19	33302532	33302633	CEBPA	-2.88466	778.667	0.125169
chr20	32434410	32434510	ASXL1	-0.191484	4982.86	0.0555231
chr20	32434510	32434610	ASXL1	-0.266573	4678.7	0.0841599
chr20	32434610	32434710	ASXL1	-0.427847	4224.78	0.0819886
chr20	32434710	32434810	ASXL1	0.0852813	6059.07	0.0783264
chr20	32434810	32434910	ASXL1	-0.32539	4556.64	0.0940965
chr20	32434910	32435011	ASXL1	0.499821	8081.95	0.0936408
chr20	32435011	32435111	ASXL1	0.864122	10361	0.0977532
chr20	32435111	32435211	ASXL1	1.06344	11851.9	0.102455
chr20	32435211	32435311	ASXL1	0.679166	9104.28	0.0831995
chr20	32435311	32435411	ASXL1	-0.159533	5103.63	0.075092
chr20	32435411	32435512	ASXL1	-0.266681	4723.22	0.0611594
chr20	32435512	32435612	ASXL1	-0.335244	4525.58	0.0443665
chr20	32435612	32435712	ASXL1	0.412982	7631	0.030421
chr20	32435712	32435812	ASXL1	0.0962764	6128.77	0.0361365
chr20	32435812	32435912	ASXL1	0.46383	7892.95	0.0461108
chr20	32435912	32436013	ASXL1	-0.354608	4490.75	0.0486615
chr20	32436013	32436113	ASXL1	0.225071	6672.33	0.0397412
chr20	32436113	32436213	ASXL1	-0.0617925	5449.83	0.0543188
chr20	32436213	32436313	ASXL1	-0.422702	4263.28	0.0599508
chr20	32436313	32436413	ASXL1	0.390767	7447.24	0.0506452
chr20	32436413	32436514	ASXL1	-0.284126	4675.69	0.0548579
chr20	32436514	32436614	ASXL1	0.423931	7675.28	0.0660559
chr20	32436614	32436714	ASXL1	-0.123111	5246.42	0.0837071
chr20	32436714	32436814	ASXL1	0.00436715	5698.08	0.09731
chr20	32436814	32436914	ASXL1	0.824037	10067.1	0.0852772
chr20	32436914	32437015	ASXL1	0.551555	8324.21	0.0893117
chr20	32437015	32437115	ASXL1	0.68635	9121.12	0.0868245
chr20	32437115	32437215	ASXL1	0.747574	9590.34	0.0820678
chr20	32437215	32437315	ASXL1	1.07353	11970.3	0.0874074
chr20	32437315	32437415	ASXL1	0.898518	10641.2	0.0639146
chr20	32437415	32437516	ASXL1	-0.130551	5230.23	0.0510874
chr21	34791993	34792097	RUNX1	-2.92701	750.502	0.15961
chr21	34792097	34792202	RUNX1	-1.2167	2453.81	0.133067
chr21	34792202	34792307	RUNX1	-1.36429	2214.47	0.126222
chr21	34792307	34792412	RUNX1	-1.04108	2768.54	0.122465
chr21	34792412	34792516	RUNX1	-0.268561	4705.34	0.100736
chr21	34792516	34792621	RUNX1	0.275567	6971.61	0.0552372
chr21	34792621	34792726	RUNX1	0.831082	10195.6	0.0495673
chr21	34792726	34792831	RUNX1	-2.06811	1379.74	0.0817274
chr21	34799196	34799291	RUNX1	-0.0949813	5311.65	0.0529958
chr21	34799291	34799386	RUNX1	-0.00822735	5667.28	0.0384289
chr21	34799386	34799481	RUNX1	0.0865633	6048.59	0.0416335
chr21	34799481	34799576	RUNX1	0.0806475	6038.9	0.0431887
chr21	34821508	34821613	RUNX1	-2.58878	952.21	0.0880343
chr21	34821613	34821719	RUNX1	-0.722675	3422.3	0.0556896
chr21	34834217	34834325	RUNX1	-0.946704	2946.43	0.20938
chr21	34834325	34834434	RUNX1	-0.944581	2940.25	0.147239
chr21	34834434	34834542	RUNX1	-0.60269	3709.15	0.15852
chr21	34834542	34834651	RUNX1	-1.05463	2731.73	0.13144
chr21	34859335	34859426	RUNX1	-2.39112	1083.1	0.0971393
chr21	34859426	34859518	RUNX1	0.452136	7791.68	0.0470177
chr21	34859518	34859610	RUNX1	0.841363	10223.1	0.04331
chr21	34859610	34859702	RUNX1	-1.9039	1527.02	0.0627507
chr21	34880425	34880524	RUNX1	-2.4485	1039.17	0.118253
chr21	34880524	34880623	RUNX1	0.11988	6230.82	0.0302907
chr21	34880623	34880722	RUNX1	0.900063	10717.8	0.0399584
chr21	34880722	34880821	RUNX1	-0.478803	4107.36	0.0529206
chr21	34886652	34886743	RUNX1	-2.85863	790.907	0.105557
chr21	34886743	34886835	RUNX1	-0.83462	3200.79	0.0596839
chr21	34886835	34886927	RUNX1	0.233439	6737.81	0.0484228
chr21	34886927	34887019	RUNX1	-0.361599	4362.28	0.0617136
chr21	34887019	34887111	RUNX1	-0.208513	4941.59	0.0709313
chr21	34887111	34887203	RUNX1	-0.417312	4273.71	0.0498035
chr21	34889507	34889611	RUNX1	-3.17103	621.941	0.177049
chr21	34889611	34889715	RUNX1	-1.35955	2215.72	0.091832
chr21	34889715	34889820	RUNX1	-0.407271	4306.58	0.040078
chr21	34892783	34892887	RUNX1	-2.3716	1091.99	0.141403
chr21	34892887	34892992	RUNX1	-0.527134	3915.58	0.0987104
chr21	35048801	35048920	RUNX1	-0.0120508	5587.94	0.0880197
chr21	35048920	35049039	RUNX1	-2.06726	1340.65	0.160376
chr21	43094566	43094690	U2AF1	0.105313	6152.93	0.0540171
chr21	43094690	43094815	U2AF1	0.408464	7571.66	0.0354951
chr21	43104199	43104288	U2AF1	-2.53417	979.443	0.115833
chr21	43104288	43104377	U2AF1	0.452459	7785.91	0.063082
chr21	43104377	43104466	U2AF1	0.484263	8010.48	0.0531253
chr21	43104466	43104556	U2AF1	-2.35151	1127.41	0.106851
chrX	15790446	15790560	ZRSR2	-0.522068	2736.15	0.0502155
chrX	15790560	15790674	ZRSR2	-2.12385	904.31	0.0967542
chrX	15790804	15790918	ZRSR2	-1.49224	1396.95	0.0883855
chrX	15790918	15791032	ZRSR2	0.544724	5728.04	0.0555978
chrX	15791032	15791147	ZRSR2	-1.50004	1389.63	0.0706147
chrX	15799731	15799820	ZRSR2	-2.07989	949.238	0.114732
chrX	15799820	15799910	ZRSR2	0.672721	6261.85	0.0584116
chrX	15799910	15799999	ZRSR2	0.666088	6245.91	0.0594525
chrX	15799999	15800089	ZRSR2	-2.41858	735.976	0.129965
chrX	15803571	15803693	ZRSR2	0.063116	4100.94	0.0692055
chrX	15803693	15803816	ZRSR2	0.486181	5492.74	0.0463479
chrX	15804008	15804105	ZRSR2	-0.933525	2041.45	0.105061
chrX	15804105	15804203	ZRSR2	0.491843	5510.26	0.0732319
chrX	15804203	15804301	ZRSR2	-0.671467	2468.45	0.0905695
chrX	15808071	15808181	ZRSR2	-1.13047	1791.88	0.115218
chrX	15808181	15808291	ZRSR2	0.876559	7200.23	0.0684339
chrX	15808291	15808402	ZRSR2	-0.0535441	3780.34	0.078586
chrX	15809120	15809221	ZRSR2	-0.0470184	3789.83	0.0687951
chrX	15809221	15809322	ZRSR2	0.789121	6773.39	0.0620453
chrX	15809322	15809423	ZRSR2	-0.757481	2315.34	0.0831625
chrX	15815453	15815549	ZRSR2	-2.49818	694.938	0.107434
chrX	15815549	15815645	ZRSR2	-0.223347	3362.57	0.0558208
chrX	15815645	15815741	ZRSR2	0.438843	5297.47	0.0463214
chrX	15815741	15815837	ZRSR2	0.0182695	3975.9	0.0511018
chrX	15815837	15815933	ZRSR2	0.150494	4344.56	0.0560257
chrX	15818449	15818556	ZRSR2	-1.96764	1012.65	0.096914
chrX	15818556	15818663	ZRSR2	-0.138709	3569.39	0.0636609
chrX	15820088	15820201	ZRSR2	-1.13209	1797.16	0.0742762
chrX	15820201	15820314	ZRSR2	1.03099	8051.95	0.0448216
chrX	15820314	15820428	ZRSR2	-0.275596	3224.42	0.0587529
chrX	15822665	15822767	ZRSR2	0.64821	6138.95	0.0638378
chrX	15822767	15822870	ZRSR2	0.168575	4427.13	0.0758564
chrX	15822870	15822972	ZRSR2	-0.144932	3583.74	0.0884193
chrX	15822972	15823075	ZRSR2	-0.15285	3540.61	0.0877049
chrX	15823075	15823177	ZRSR2	-0.296048	3206.31	0.0783471
chrX	15823177	15823280	ZRSR2	0.323715	4919.54	0.0668282
chrX	40051974	40052077	BCOR	-1.696	1214.04	0.0802547
chrX	40052077	40052180	BCOR	0.520519	5643.03	0.0420672
chrX	40052180	40052283	BCOR	0.19469	4516.45	0.0497994
chrX	40052283	40052386	BCOR	0.512549	5613.46	0.0489098
chrX	40052386	40052489	BCOR	0.344864	4998.21	0.0504199
chrX	40052489	40052593	BCOR	-2.67397	617.381	0.110012
chrX	40053763	40053861	BCOR	-0.0219113	3869.21	0.0525599
chrX	40053861	40053960	BCOR	0.214014	4547.55	0.0454151
chrX	40053960	40054059	BCOR	0.714422	6429.97	0.0467849
chrX	40054059	40054158	BCOR	-0.649702	2496.3	0.0623535
chrX	40054158	40054257	BCOR	-0.542377	2693.65	0.067322
chrX	40054257	40054356	BCOR	0.543021	5728.38	0.0637526
chrX	40054356	40054455	BCOR	-1.06149	1870.27	0.0647444
chrX	40055253	40055363	BCOR	-0.0292815	3836.08	0.0576688
chrX	40055363	40055473	BCOR	1.01127	7913.54	0.0422484
chrX	40055473	40055583	BCOR	0.704339	6429.66	0.0514069
chrX	40055583	40055694	BCOR	-2.04661	949.858	0.102042
chrX	40057035	40057136	BCOR	-2.26923	814.244	0.130226
chrX	40057136	40057238	BCOR	0.214938	4536.36	0.0612373
chrX	40057238	40057339	BCOR	0.873067	7172	0.0582853
chrX	40057339	40057441	BCOR	-1.31244	1579.12	0.079663
chrX	40062022	40062121	BCOR	-2.64294	633.407	0.114766
chrX	40062121	40062220	BCOR	-0.842931	2195.73	0.0882305
chrX	40062220	40062319	BCOR	-0.3738	3035.88	0.0786279
chrX	40062319	40062419	BCOR	-0.169042	3496.5	0.0612125
chrX	40062527	40062632	BCOR	-2.60078	652.79	0.0979912
chrX	40062632	40062737	BCOR	-0.656201	2510.69	0.0887714
chrX	40062737	40062842	BCOR	0.109855	4236.57	0.0521375
chrX	40062842	40062948	BCOR	0.546289	5729.29	0.100657
chrX	40062948	40063053	BCOR	0.337912	5013.32	0.346743
chrX	40063053	40063158	BCOR	0.0220312	4491.98	0.788092
chrX	40063158	40063264	BCOR	0.121245	4293.92	0.295284
chrX	40063559	40063666	BCOR	-0.00542418	3904.98	0.0587213
chrX	40063666	40063773	BCOR	-0.0896573	3688.85	0.0537471
chrX	40063773	40063880	BCOR	0.224927	4592.94	0.0457551
chrX	40063880	40063987	BCOR	-0.12465	3590.06	0.0546469
chrX	40063987	40064094	BCOR	-3.95696	253.464	0.152036
chrX	40064197	40064300	BCOR	-2.69693	607.721	0.125345
chrX	40064300	40064403	BCOR	-1.09224	1849.01	0.0736093
chrX	40064403	40064506	BCOR	-0.482161	2828.55	0.0493459
chrX	40064506	40064609	BCOR	0.400296	5181.11	0.0479467
chrX	40064609	40064712	BCOR	0.0715266	4116.63	0.0448805
chrX	40064712	40064815	BCOR	-2.32993	781.271	0.0892908
chrX	40070858	40070958	BCOR	0.290537	4796.09	0.0682806
chrX	40070958	40071058	BCOR	0.712876	6434.17	0.0627291
chrX	40071058	40071159	BCOR	0.453856	5381.65	0.0529955
chrX	40071159	40071259	BCOR	-0.610389	2571.21	0.0861711
chrX	40071259	40071360	BCOR	-2.2974	792.852	0.1854
chrX	40071488	40071594	BCOR	-0.121331	3609.65	0.0732952
chrX	40071594	40071700	BCOR	1.13897	8670.95	0.0661115
chrX	40071700	40071807	BCOR	-0.560451	2664.04	0.0829362
chrX	40072229	40072328	BCOR	-0.154099	3509.66	0.0502667
chrX	40072328	40072427	BCOR	0.0478422	4079.66	0.0436801
chrX	40072427	40072526	BCOR	0.492814	5537.48	0.0419286
chrX	40072526	40072626	BCOR	-0.25456	3315.1	0.0596246
chrX	40072626	40072725	BCOR	-0.0216876	3876.72	0.0517813
chrX	40072725	40072824	BCOR	0.38729	5135.48	0.0504047
chrX	40072824	40072923	BCOR	-0.152284	3537.19	0.0482166
chrX	40072923	40073023	BCOR	0.292219	4798.8	0.0557612
chrX	40073023	40073122	BCOR	-0.206874	3404.65	0.0673679
chrX	40073122	40073221	BCOR	0.389083	5126.18	0.0561216
chrX	40073221	40073320	BCOR	-0.104535	3647.05	0.0507841
chrX	40073320	40073420	BCOR	0.250289	4662.03	0.068293
chrX	40073420	40073519	BCOR	0.388072	5147.3	0.0628557
chrX	40073519	40073618	BCOR	-0.124477	3606.56	0.0684167
chrX	40073618	40073718	BCOR	-0.0811214	3707.93	0.0636102
chrX	40073718	40073817	BCOR	0.452235	5385.54	0.0405299
chrX	40073817	40073916	BCOR	0.118635	4260.8	0.0459896
chrX	40073916	40074015	BCOR	0.470416	5442.41	0.0524307
chrX	40074015	40074115	BCOR	0.0509263	4082.75	0.0567731
chrX	40074115	40074214	BCOR	0.0321275	4042.54	0.0643667
chrX	40074214	40074313	BCOR	0.27845	4760	0.0605482
chrX	40074313	40074412	BCOR	-0.132753	3588.32	0.055068
chrX	40074412	40074512	BCOR	0.494258	5545.05	0.0482914
chrX	40074512	40074611	BCOR	-0.384344	3017.51	0.0580333
chrX	40074611	40074710	BCOR	-0.237312	3332.46	0.0595959
chrX	40074710	40074809	BCOR	0.413008	5242.27	0.06096
chrX	40074809	40074909	BCOR	0.112861	4277.04	0.0496488
chrX	40074909	40075008	BCOR	0.130489	4309.47	0.0610616
chrX	40075008	40075107	BCOR	0.0163143	3981.18	0.0453115
chrX	40075107	40075207	BCOR	-0.0773093	3729.19	0.0371486
chrX	40076325	40076434	BCOR	-1.47414	1409.08	0.0650254
chrX	40076434	40076543	BCOR	0.600122	5932.36	0.0532094
chrX	40076543	40076652	BCOR	-1.17137	1742.3	0.0632537
chrX	40077727	40077838	BCOR	-0.0352615	3816.93	0.0488134
chrX	40077838	40077949	BCOR	-0.399855	2948.22	0.0732699
chrX	47198749	47198866	UBA1	-0.0980218	3657.87	0.0493764
chrX	47198866	47198984	UBA1	-0.289093	3183.88	0.0404906
chrX	47199025	47199126	UBA1	-0.294252	3209.96	0.0395467
chrX	47199126	47199228	UBA1	-0.713679	2403.32	0.0601906
chrX	47199228	47199329	UBA1	-0.299072	3191.56	0.0835723
chrX	47199329	47199431	UBA1	-0.14406	3552.72	0.0865329
chrX	47199431	47199532	UBA1	0.536661	5687.19	0.0545627
chrX	47199532	47199634	UBA1	0.523828	5640.27	0.0392012
chrX	47199634	47199736	UBA1	-2.4634	708.641	0.106093
chrX	47200720	47200820	UBA1	-2.43631	727.195	0.111795
chrX	47200820	47200920	UBA1	0.194908	4487.08	0.0630466
chrX	47200920	47201020	UBA1	0.0757231	4130.27	0.057334
chrX	47201020	47201121	UBA1	-2.23047	836.122	0.119436
chrX	47201130	47201231	UBA1	-2.2427	830.812	0.11449
chrX	47201231	47201333	UBA1	0.104739	4222.63	0.0462553
chrX	47201333	47201435	UBA1	0.170806	4421.39	0.0403362
chrX	47201435	47201537	UBA1	-0.321284	3148.15	0.0549986
chrX	47201537	47201639	UBA1	0.202023	4507.8	0.0568938
chrX	47202023	47202125	UBA1	-2.51659	692.291	0.104716
chrX	47202125	47202227	UBA1	-0.614005	2569.79	0.080185
chrX	47202227	47202329	UBA1	0.0792723	4149.16	0.059366
chrX	47202329	47202432	UBA1	0.755884	6626.63	0.0461449
chrX	47202432	47202534	UBA1	-0.405236	2978.06	0.0448109
chrX	47202534	47202636	UBA1	-1.10396	1832.73	0.0500948
chrX	47202636	47202739	UBA1	-0.46565	2844.59	0.0659816
chrX	47202739	47202841	UBA1	-1.45388	1431.55	0.116595
chrX	47202841	47202943	UBA1	-1.23063	1657.03	0.107723
chrX	47202943	47203046	UBA1	-0.441857	2855.47	0.0959478
chrX	47203046	47203148	UBA1	0.20404	4509.39	0.0457819
chrX	47203148	47203250	UBA1	0.47578	5455.42	0.0376694
chrX	47203250	47203353	UBA1	-2.12719	901.428	0.0856473
chrX	47203420	47203529	UBA1	-1.90694	1046.51	0.105527
chrX	47203529	47203639	UBA1	0.197104	4492.57	0.0500313
chrX	47203639	47203749	UBA1	0.446092	5324.65	0.0448853
chrX	47203749	47203859	UBA1	-2.2935	802.653	0.106161
chrX	47205908	47206004	UBA1	0.112235	4250.88	0.0473499
chrX	47206004	47206101	UBA1	0.460839	5430.12	0.0457318
chrX	47206101	47206197	UBA1	0.14019	4341.84	0.0394461
chrX	47206197	47206294	UBA1	-0.0358309	3850.24	0.0370615
chrX	47206294	47206390	UBA1	0.590889	5932.38	0.0382458
chrX	47206390	47206487	UBA1	0.00138754	3934.06	0.0410963
chrX	47206487	47206584	UBA1	-2.50355	694.681	0.098177
chrX	47209587	47209709	UBA1	0.044927	4060.65	0.0573945
chrX	47209709	47209832	UBA1	-1.70513	1204.33	0.131022
chrX	47209848	47209945	UBA1	-0.447343	2875.35	0.0466025
chrX	47209945	47210043	UBA1	0.153299	4384.79	0.0369176
chrX	47210043	47210140	UBA1	0.0611867	4087.35	0.0547368
chrX	47210140	47210238	UBA1	-0.143444	3540.71	0.0651997
chrX	47210790	47210889	UBA1	0.0763545	4141.58	0.0555192
chrX	47210889	47210988	UBA1	-0.198262	3433.92	0.0559248
chrX	47210988	47211087	UBA1	-0.299233	3216.89	0.0469652
chrX	47211087	47211186	UBA1	0.316733	4896.68	0.0506675
chrX	47211186	47211285	UBA1	-0.48527	2820.28	0.0599882
chrX	47211285	47211384	UBA1	-2.77069	577.306	0.101052
chrX	47212393	47212481	UBA1	0.106732	4211.81	0.0562117
chrX	47212481	47212569	UBA1	-0.596969	2586.99	0.0551125
chrX	47212569	47212658	UBA1	-2.44132	719.473	0.126915
chrX	47212734	47212835	UBA1	0.0946975	4224.41	0.0542208
chrX	47212835	47212937	UBA1	-0.690616	2441.07	0.0623038
chrX	47212937	47213039	UBA1	-0.281382	3233.6	0.0505768
chrX	47213039	47213141	UBA1	0.342406	4990.43	0.0331957
chrX	47213141	47213243	UBA1	0.412262	5242.54	0.0316343
chrX	47213243	47213345	UBA1	-2.55807	668.675	0.116548
chrX	47214187	47214283	UBA1	-2.6495	623.113	0.0836079
chrX	47214283	47214380	UBA1	0.36743	5070.93	0.036305
chrX	47214380	47214476	UBA1	0.108194	4235.11	0.0247404
chrX	47214476	47214573	UBA1	0.157605	4384.06	0.040266
chrX	47214573	47214669	UBA1	0.432018	5279.32	0.0378814
chrX	47214669	47214766	UBA1	-0.794452	2263.42	0.0543238
chrX	47214766	47214862	UBA1	0.385318	5126.14	0.0435321
chrX	47214862	47214959	UBA1	-0.201255	3423.77	0.0441374
chrX	47214959	47215056	UBA1	-2.78492	572.56	0.0851527
chrX	48790990	48791095	GATA1	-0.611124	2551.39	0.064453
chrX	48791095	48791199	GATA1	-0.122327	3592.01	0.0539234
chrX	48791199	48791303	GATA1	-0.0348853	3827.63	0.0472124
chrX	48791303	48791407	GATA1	-0.0222659	3861.91	0.0359725
chrX	48791808	48791909	GATA1	0.0555897	4072.53	0.0554943
chrX	48791909	48792010	GATA1	-0.213397	3397.49	0.0716765
chrX	48792010	48792112	GATA1	-0.032462	3844.49	0.0673809
chrX	48792112	48792213	GATA1	0.514024	5601.09	0.063702
chrX	48792213	48792315	GATA1	-0.557557	2685.19	0.0674489
chrX	48792315	48792416	GATA1	-0.347284	3082.28	0.089212
chrX	48792416	48792518	GATA1	-0.0970765	3646.67	0.0564463
chrX	48792950	48793040	GATA1	-2.80189	561.862	0.118969
chrX	48793040	48793130	GATA1	-1.04637	1893.73	0.0919663
chrX	48793130	48793221	GATA1	0.28121	4742.38	0.06899
chrX	48793221	48793311	GATA1	0.623753	6044.38	0.0543634
chrX	48793311	48793402	GATA1	-0.207282	3381.2	0.0599586
chrX	48793713	48793809	GATA1	-0.211255	3392.77	0.0545236
chrX	48793809	48793905	GATA1	0.439507	5334.66	0.0395269
chrX	48793905	48794002	GATA1	0.57182	5856.24	0.0517781
chrX	48794002	48794098	GATA1	-0.554554	2686.52	0.0695261
chrX	48794098	48794194	GATA1	-0.480754	2823.14	0.0510824
chrX	48794194	48794291	GATA1	-0.0785255	3729.87	0.055515
chrX	124022516	124022606	STAG2	-0.123119	3591.78	0.0934609
chrX	124022606	124022696	STAG2	0.674613	6274.45	0.0860305
chrX	124022696	124022787	STAG2	-0.207693	3385.95	0.0952612
chrX	124025621	124025728	STAG2	-1.8512	1094.49	0.128168
chrX	124025728	124025836	STAG2	-0.0764829	3731.38	0.0711314
chrX	124025836	124025944	STAG2	0.149711	4370.82	0.0729749
